names	accessions	source	normalized	description
Peptidase_S7	PF00949.20	Pfam	PF00949	Peptidase S7, Flavivirus NS3 serine protease
Peptidase_S9_N	PF02897.14	Pfam	PF02897	Prolyl oligopeptidase, N-terminal beta-propeller domain
PepX_C	PF08530.9	Pfam	PF08530	X-Pro dipeptidyl-peptidase C-terminal non-catalytic domain
Pep_deformylase	PF01327.20	Pfam	PF01327	Polypeptide deformylase
Peripla_BP_6	PF13458.5	Pfam	PF13458	Periplasmic binding protein
peroxidase	PF00141.22	Pfam	PF00141	Peroxidase
Peroxidase_2	PF01328.16	Pfam	PF01328	Peroxidase, family 2
Peroxidase_ext	PF11895.7	Pfam	PF11895	Fungal peroxidase extension region
PFK	PF00365.19	Pfam	PF00365	Phosphofructokinase
PfkB	PF00294.23	Pfam	PF00294	pfkB family carbohydrate kinase
PFL-like	PF02901.14	Pfam	PF02901	Pyruvate formate lyase-like
PGAP1	PF07819.12	Pfam	PF07819	PGAP1-like protein
PGI	PF00342.18	Pfam	PF00342	Phosphoglucose isomerase
PGK	PF00162.18	Pfam	PF00162	Phosphoglycerate kinase
PGM_PMM_I	PF02878.15	Pfam	PF02878	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain I
PGM_PMM_II	PF02879.15	Pfam	PF02879	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain II
PGM_PMM_III	PF02880.15	Pfam	PF02880	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III
PGM_PMM_IV	PF00408.19	Pfam	PF00408	Phosphoglucomutase/phosphomannomutase, C-terminal domain
PgpA	PF04608.12	Pfam	PF04608	Phosphatidylglycerophosphatase A
PGP_phosphatase	PF09419.9	Pfam	PF09419	Mitochondrial PGP phosphatase
PG_binding_1	PF01471.17	Pfam	PF01471	Putative peptidoglycan binding domain
PH	PF00169.28	Pfam	PF00169	PH domain
PHB_depo_C	PF06850.10	Pfam	PF06850	PHB de-polymerase C-terminus
Phenol_Hydrox	PF02332.17	Pfam	PF02332	Methane/Phenol/Toluene Hydroxylase
Phe_hydrox_dim	PF07976.11	Pfam	PF07976	Phenol hydroxylase, C-terminal dimerisation domain
PhnG	PF06754.11	Pfam	PF06754	Phosphonate metabolism protein PhnG
PhnH	PF05845.11	Pfam	PF05845	Bacterial phosphonate metabolism protein (PhnH)
PhnI	PF05861.11	Pfam	PF05861	Bacterial phosphonate metabolism protein (PhnI)
PhnJ	PF06007.10	Pfam	PF06007	Phosphonate metabolism protein PhnJ
PhoD	PF09423.9	Pfam	PF09423	PhoD-like phosphatase
Phosphodiest	PF01663.21	Pfam	PF01663	Type I phosphodiesterase / nucleotide pyrophosphatase
Phosphoesterase	PF04185.13	Pfam	PF04185	Phosphoesterase family
Phospholip_A2_1	PF00068.18	Pfam	PF00068	Phospholipase A2
Phosphorylase	PF00343.19	Pfam	PF00343	Carbohydrate phosphorylase
Phos_pyr_kin	PF08543.11	Pfam	PF08543	Phosphomethylpyrimidine kinase
Photo_RC	PF00124.18	Pfam	PF00124	Photosynthetic reaction centre protein
PHP	PF02811.18	Pfam	PF02811	PHP domain
PhyH	PF05721.12	Pfam	PF05721	Phytanoyl-CoA dioxygenase (PhyH)
Phytase	PF02333.14	Pfam	PF02333	Phytase
Phytochelatin	PF05023.13	Pfam	PF05023	Phytochelatin synthase
PhzC-PhzF	PF02567.15	Pfam	PF02567	Phenazine biosynthesis-like protein
PI-PLC-X	PF00388.18	Pfam	PF00388	Phosphatidylinositol-specific phospholipase C, X domain
PI-PLC-Y	PF00387.18	Pfam	PF00387	Phosphatidylinositol-specific phospholipase C, Y domain
PI3_PI4_kinase	PF00454.26	Pfam	PF00454	Phosphatidylinositol 3- and 4-kinase
PIG-H	PF10181.8	Pfam	PF10181	GPI-GlcNAc transferase complex, PIG-H component
PIG-P	PF08510.11	Pfam	PF08510	PIG-P
PIGA	PF08288.11	Pfam	PF08288	PIGA (GPI anchor biosynthesis)
PilZ	PF07238.13	Pfam	PF07238	PilZ domain
PIP5K	PF01504.17	Pfam	PF01504	Phosphatidylinositol-4-phosphate 5-Kinase
PK	PF00224.20	Pfam	PF00224	Pyruvate kinase, barrel domain
PKD	PF00801.19	Pfam	PF00801	PKD domain
Pkinase_C	PF00433.23	Pfam	PF00433	Protein kinase C terminal domain
PK_C	PF02887.15	Pfam	PF02887	Pyruvate kinase, alpha/beta domain
PLA1	PF02253.14	Pfam	PF02253	Phospholipase A1
PLA2G12	PF06951.10	Pfam	PF06951	Group XII secretory phospholipase A2 precursor (PLA2G12)
PLA2_B	PF01735.17	Pfam	PF01735	Lysophospholipase catalytic domain
PLAT	PF01477.22	Pfam	PF01477	PLAT/LH2 domain
PLDc	PF00614.21	Pfam	PF00614	Phospholipase D Active site motif
PLDc_2	PF13091.5	Pfam	PF13091	PLD-like domain
PMEI	PF04043.14	Pfam	PF04043	Plant invertase/pectin methylesterase inhibitor
PMI_typeI	PF01238.20	Pfam	PF01238	Phosphomannose isomerase type I
PMM	PF03332.12	Pfam	PF03332	Eukaryotic phosphomannomutase
PMSR	PF01625.20	Pfam	PF01625	Peptide methionine sulfoxide reductase
PMT	PF02366.17	Pfam	PF02366	Dolichyl-phosphate-mannose-protein mannosyltransferase
PNGaseA	PF12222.7	Pfam	PF12222	Peptide N-acetyl-beta-D-glucosaminyl asparaginase amidase A
PNK3P	PF08645.10	Pfam	PF08645	Polynucleotide kinase 3 phosphatase
PNPase_C	PF12111.7	Pfam	PF12111	Polyribonucleotide phosphorylase C terminal
PNP_phzG_C	PF10590.8	Pfam	PF10590	Pyridoxine 5'-phosphate oxidase C-terminal dimerisation region
PNP_UDP_1	PF01048.19	Pfam	PF01048	Phosphorylase superfamily
PNTB	PF02233.15	Pfam	PF02233	NAD(P) transhydrogenase beta subunit
PNTB_4TM	PF12769.6	Pfam	PF12769	4TM region of pyridine nucleotide transhydrogenase, mitoch
PolyA_pol	PF01743.19	Pfam	PF01743	Poly A polymerase head domain
PolyA_pol_arg_C	PF12626.6	Pfam	PF12626	Polymerase A arginine-rich C-terminus
Polyketide_cyc	PF03364.19	Pfam	PF03364	Polyketide cyclase / dehydrase and lipid transport
Polyketide_cyc2	PF10604.8	Pfam	PF10604	Polyketide cyclase / dehydrase and lipid transport
polyprenyl_synt	PF00348.16	Pfam	PF00348	Polyprenyl synthetase
Polysacc_deac_1	PF01522.20	Pfam	PF01522	Polysaccharide deacetylase
Polysacc_lyase	PF14099.5	Pfam	PF14099	Polysaccharide lyase
Polysacc_synt_4	PF04669.12	Pfam	PF04669	Polysaccharide biosynthesis
Polysacc_syn_2C	PF08485.9	Pfam	PF08485	Polysaccharide biosynthesis protein C-terminal
POR	PF01558.17	Pfam	PF01558	Pyruvate ferredoxin/flavodoxin oxidoreductase
Porphobil_deam	PF01379.19	Pfam	PF01379	Porphobilinogen deaminase, dipyromethane cofactor binding domain
Porphobil_deamC	PF03900.14	Pfam	PF03900	Porphobilinogen deaminase, C-terminal domain
POR_N	PF01855.18	Pfam	PF01855	Pyruvate flavodoxin/ferredoxin oxidoreductase, thiamine diP-bdg
Poty_PP	PF08440.9	Pfam	PF08440	Potyviridae polyprotein
PP2C	PF00481.20	Pfam	PF00481	Protein phosphatase 2C
PPC	PF04151.14	Pfam	PF04151	Bacterial pre-peptidase C-terminal domain
PPDK_N	PF01326.18	Pfam	PF01326	Pyruvate phosphate dikinase, PEP/pyruvate binding domain
PPK2	PF03976.13	Pfam	PF03976	Polyphosphate kinase 2 (PPK2)
PPO1_DWL	PF12142.7	Pfam	PF12142	Polyphenol oxidase middle domain
Ppx-GppA	PF02541.15	Pfam	PF02541	Ppx/GppA phosphatase family
PP_kinase	PF02503.16	Pfam	PF02503	Polyphosphate kinase middle domain
PP_kinase_C	PF13090.5	Pfam	PF13090	Polyphosphate kinase C-terminal domain
PP_kinase_N	PF13089.5	Pfam	PF13089	Polyphosphate kinase N-terminal domain
PRA-CH	PF01502.17	Pfam	PF01502	Phosphoribosyl-AMP cyclohydrolase
PRA-PH	PF01503.16	Pfam	PF01503	Phosphoribosyl-ATP pyrophosphohydrolase
PRAI	PF00697.21	Pfam	PF00697	N-(5'phosphoribosyl)anthranilate (PRA) isomerase
Prenylcys_lyase	PF07156.13	Pfam	PF07156	Prenylcysteine lyase
Prenyltrans	PF00432.20	Pfam	PF00432	Prenyltransferase and squalene oxidase repeat
Prenyltransf	PF01255.18	Pfam	PF01255	Putative undecaprenyl diphosphate synthase
Pribosyltran	PF00156.26	Pfam	PF00156	Phosphoribosyl transferase domain
Pribosyltran_N	PF13793.5	Pfam	PF13793	N-terminal domain of ribose phosphate pyrophosphokinase
Pribosyl_synth	PF14572.5	Pfam	PF14572	Phosphoribosyl synthetase-associated domain
Prismane	PF03063.19	Pfam	PF03063	Prismane/CO dehydrogenase family
PRK	PF00485.17	Pfam	PF00485	Phosphoribulokinase / Uridine kinase family
PRMT5	PF05185.15	Pfam	PF05185	PRMT5 arginine-N-methyltransferase
Pro-kuma_activ	PF09286.10	Pfam	PF09286	Pro-kumamolisin, activation domain
Propep_M14	PF02244.15	Pfam	PF02244	Carboxypeptidase activation peptide
Proteasome	PF00227.25	Pfam	PF00227	Proteasome subunit
Proteasome_A_N	PF10584.8	Pfam	PF10584	Proteasome subunit A N-terminal signature
Proton_antipo_N	PF00662.19	Pfam	PF00662	NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminus
Pro_3_hydrox_C	PF05373.10	Pfam	PF05373	L-proline 3-hydroxylase, C-terminal
Pro_Al_protease	PF02983.13	Pfam	PF02983	Alpha-lytic protease prodomain
Pro_CA	PF00484.18	Pfam	PF00484	Carbonic anhydrase
Pro_dh	PF01619.17	Pfam	PF01619	Proline dehydrogenase
Pro_isomerase	PF00160.20	Pfam	PF00160	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD
Pro_racemase	PF05544.10	Pfam	PF05544	Proline racemase
PrpF	PF04303.12	Pfam	PF04303	PrpF protein
PS-DH	PF14765.5	Pfam	PF14765	Polyketide synthase dehydratase
PSS	PF03034.14	Pfam	PF03034	Phosphatidyl serine synthase
PS_Dcarbxylase	PF02666.14	Pfam	PF02666	Phosphatidylserine decarboxylase
PS_pyruv_trans	PF04230.12	Pfam	PF04230	Polysaccharide pyruvyl transferase
PTAC	PF06130.11	Pfam	PF06130	Phosphate propanoyltransferase
PTase_Orf2	PF11468.7	Pfam	PF11468	Aromatic prenyltransferase Orf2
PTA_PTB	PF01515.18	Pfam	PF01515	Phosphate acetyl/butaryl transferase
PTE	PF02126.17	Pfam	PF02126	Phosphotriesterase family
PTEN_C2	PF10409.8	Pfam	PF10409	C2 domain of PTEN tumour-suppressor protein
Pterin_4a	PF01329.18	Pfam	PF01329	Pterin 4 alpha carbinolamine dehydratase
Pterin_bind	PF00809.21	Pfam	PF00809	Pterin binding enzyme
PTPA	PF03095.14	Pfam	PF03095	Phosphotyrosyl phosphate activator (PTPA) protein
PTPLA	PF04387.13	Pfam	PF04387	Protein tyrosine phosphatase-like protein, PTPLA
PTPS	PF01242.18	Pfam	PF01242	6-pyruvoyl tetrahydropterin synthase
PUA	PF01472.19	Pfam	PF01472	PUA domain
PUB	PF09409.9	Pfam	PF09409	PUB domain
PUD	PF03714.13	Pfam	PF03714	Bacterial pullanase-associated domain
PurS	PF02700.13	Pfam	PF02700	Phosphoribosylformylglycinamidine (FGAM) synthase
Putative_PNPOx	PF01243.19	Pfam	PF01243	Pyridoxamine 5'-phosphate oxidase
Put_Phosphatase	PF06888.11	Pfam	PF06888	Putative Phosphatase
PvlArgDC	PF01862.15	Pfam	PF01862	Pyruvoyl-dependent arginine decarboxylase (PvlArgDC)
PYC_OADA	PF02436.17	Pfam	PF02436	Conserved carboxylase domain
PYNP_C	PF07831.12	Pfam	PF07831	Pyrimidine nucleoside phosphorylase C-terminal domain
Pyridoxal_deC	PF00282.18	Pfam	PF00282	Pyridoxal-dependent decarboxylase conserved domain
Pyridox_oxase_2	PF12766.6	Pfam	PF12766	Pyridoxamine 5'-phosphate oxidase
Pyridox_ox_2	PF12900.6	Pfam	PF12900	Pyridoxamine 5'-phosphate oxidase
Pyrophosphatase	PF00719.18	Pfam	PF00719	Inorganic pyrophosphatase
Pyr_redox	PF00070.26	Pfam	PF00070	Pyridine nucleotide-disulphide oxidoreductase
Pyr_redox_2	PF07992.13	Pfam	PF07992	Pyridine nucleotide-disulphide oxidoreductase
Pyr_redox_3	PF13738.5	Pfam	PF13738	Pyridine nucleotide-disulphide oxidoreductase
Pyr_redox_dim	PF02852.21	Pfam	PF02852	Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain
P_proprotein	PF01483.19	Pfam	PF01483	Proprotein convertase P-domain
QRPTase_C	PF01729.18	Pfam	PF01729	Quinolinate phosphoribosyl transferase, C-terminal domain
QRPTase_N	PF02749.15	Pfam	PF02749	Quinolinate phosphoribosyl transferase, N-terminal domain
QueC	PF06508.12	Pfam	PF06508	Queuosine biosynthesis protein QueC
QueF	PF14489.5	Pfam	PF14489	QueF-like protein
QueF_N	PF14819.5	Pfam	PF14819	Nitrile reductase, 7-cyano-7-deazaguanine-reductase N-term
Queuosine_synth	PF02547.14	Pfam	PF02547	Queuosine biosynthesis protein
Rad4	PF03835.14	Pfam	PF03835	Rad4 transglutaminase-like domain
Rad60-SLD	PF11976.7	Pfam	PF11976	Ubiquitin-2 like Rad60 SUMO-like
Radical_SAM	PF04055.20	Pfam	PF04055	Radical SAM superfamily
Raffinose_syn	PF05691.11	Pfam	PF05691	Raffinose synthase or seed imbibition protein Sip1
RAP	PF08373.9	Pfam	PF08373	RAP domain
RasGEF	PF00617.18	Pfam	PF00617	RasGEF domain
RCC_reductase	PF06405.10	Pfam	PF06405	Red chlorophyll catabolite reductase (RCC reductase)
Redoxin	PF08534.9	Pfam	PF08534	Redoxin
Reductase_C	PF14759.5	Pfam	PF14759	Reductase C-terminal
RelA_SpoT	PF04607.16	Pfam	PF04607	Region found in RelA / SpoT proteins
Reprolysin_3	PF13582.5	Pfam	PF13582	Metallo-peptidase family M12B Reprolysin-like
Reprolysin_5	PF13688.5	Pfam	PF13688	Metallo-peptidase family M12
Reticulon	PF02453.16	Pfam	PF02453	Reticulon
RGP	PF03214.12	Pfam	PF03214	Reversibly glycosylated polypeptide
rhaM	PF05336.12	Pfam	PF05336	L-rhamnose mutarotase
RhgB_N	PF09284.9	Pfam	PF09284	Rhamnogalacturonan lyase B, N-terminal
Rhodanese	PF00581.19	Pfam	PF00581	Rhodanese-like domain
Rhomboid	PF01694.21	Pfam	PF01694	Rhomboid family
Rhomboid_N	PF12122.7	Pfam	PF12122	Cytoplasmic N-terminal domain of rhomboid serine protease
RibD_C	PF01872.16	Pfam	PF01872	RibD C-terminal domain
Ribonuc_red_lgC	PF02867.14	Pfam	PF02867	Ribonucleotide reductase, barrel domain
Ribonuc_red_lgN	PF00317.20	Pfam	PF00317	Ribonucleotide reductase, all-alpha domain
Ribonuc_red_sm	PF00268.20	Pfam	PF00268	Ribonucleotide reductase, small chain
Ribophorin_I	PF04597.13	Pfam	PF04597	Ribophorin I
Ribophorin_II	PF05817.13	Pfam	PF05817	Oligosaccharyltransferase subunit Ribophorin II
Ribul_P_3_epim	PF00834.18	Pfam	PF00834	Ribulose-phosphate 3 epimerase family
Rib_5-P_isom_A	PF06026.13	Pfam	PF06026	Ribose 5-phosphate isomerase A (phosphoriboisomerase A)
Rib_hydrolayse	PF02267.16	Pfam	PF02267	ADP-ribosyl cyclase
Ricin_B_lectin	PF00652.21	Pfam	PF00652	Ricin-type beta-trefoil lectin domain
Rieske	PF00355.25	Pfam	PF00355	Rieske [2Fe-2S] domain
Ring_hydroxyl_A	PF00848.18	Pfam	PF00848	Ring hydroxylating alpha subunit (catalytic domain)
Ring_hydroxyl_B	PF00866.17	Pfam	PF00866	Ring hydroxylating beta subunit
Rnf-Nqr	PF02508.13	Pfam	PF02508	Rnf-Nqr subunit, membrane protein
RNR_N	PF08343.9	Pfam	PF08343	Ribonucleotide reductase N-terminal
ROK	PF00480.19	Pfam	PF00480	ROK family
Rotamase	PF00639.20	Pfam	PF00639	PPIC-type PPIASE domain
Rotamase_2	PF13145.5	Pfam	PF13145	PPIC-type PPIASE domain
RPE65	PF03055.14	Pfam	PF03055	Retinal pigment epithelial membrane protein
RraA-like	PF03737.14	Pfam	PF03737	Aldolase/RraA
RuBisCO_large	PF00016.19	Pfam	PF00016	Ribulose bisphosphate carboxylase large chain, catalytic domain
RuBisCO_small	PF00101.19	Pfam	PF00101	Ribulose bisphosphate carboxylase, small chain
Rubredoxin	PF00301.19	Pfam	PF00301	Rubredoxin
Rubrerythrin	PF02915.16	Pfam	PF02915	Rubrerythrin
RVP	PF00077.19	Pfam	PF00077	Retroviral aspartyl protease
RVT_thumb	PF06817.13	Pfam	PF06817	Reverse transcriptase thumb domain
S-AdoMet_synt_C	PF02773.15	Pfam	PF02773	S-adenosylmethionine synthetase, C-terminal domain
S-AdoMet_synt_M	PF02772.15	Pfam	PF02772	S-adenosylmethionine synthetase, central domain
S-AdoMet_synt_N	PF00438.19	Pfam	PF00438	S-adenosylmethionine synthetase, N-terminal domain
S-methyl_trans	PF02574.15	Pfam	PF02574	Homocysteine S-methyltransferase
S6PP	PF05116.12	Pfam	PF05116	Sucrose-6F-phosphate phosphohydrolase
Sacchrp_dh_C	PF16653.4	Pfam	PF16653	Saccharopine dehydrogenase C-terminal domain
Sacchrp_dh_NADP	PF03435.17	Pfam	PF03435	Saccharopine dehydrogenase NADP binding domain
SAICAR_synt	PF01259.17	Pfam	PF01259	SAICAR synthetase
Salt_tol_Pase	PF09506.9	Pfam	PF09506	Glucosylglycerol-phosphate phosphatase (Salt_tol_Pase)
SAM_adeno_trans	PF01887.15	Pfam	PF01887	S-adenosyl-l-methionine hydroxide adenosyltransferase
SAM_decarbox	PF01536.15	Pfam	PF01536	Adenosylmethionine decarboxylase
SAM_MT	PF04445.12	Pfam	PF04445	Putative SAM-dependent methyltransferase
SapB_1	PF05184.14	Pfam	PF05184	Saposin-like type B, region 1
SASA	PF03629.17	Pfam	PF03629	Carbohydrate esterase, sialic acid-specific acetylesterase
SATase_N	PF06426.13	Pfam	PF06426	Serine acetyltransferase, N-terminal
SBP_bac_1	PF01547.24	Pfam	PF01547	Bacterial extracellular solute-binding protein
SCP2	PF02036.16	Pfam	PF02036	SCP-2 sterol transfer family
Scytalone_dh	PF02982.13	Pfam	PF02982	Scytalone dehydratase
SDH_alpha	PF03313.14	Pfam	PF03313	Serine dehydratase alpha chain
SDH_beta	PF03315.14	Pfam	PF03315	Serine dehydratase beta chain
SE	PF08491.9	Pfam	PF08491	Squalene epoxidase
Se-cys_synth_N	PF12390.7	Pfam	PF12390	Selenocysteine synthase N terminal
SelR	PF01641.17	Pfam	PF01641	SelR domain
Semialdhyde_dh	PF01118.23	Pfam	PF01118	Semialdehyde dehydrogenase, NAD binding domain
Semialdhyde_dhC	PF02774.17	Pfam	PF02774	Semialdehyde dehydrogenase, dimerisation domain
SET	PF00856.27	Pfam	PF00856	SET domain
SGL	PF08450.11	Pfam	PF08450	SMP-30/Gluconolaconase/LRE-like region
SH2	PF00017.23	Pfam	PF00017	SH2 domain
SH3_2	PF07653.16	Pfam	PF07653	Variant SH3 domain
SH3_3	PF08239.10	Pfam	PF08239	Bacterial SH3 domain
SH3_5	PF08460.9	Pfam	PF08460	Bacterial SH3 domain
SH3_9	PF14604.5	Pfam	PF14604	Variant SH3 domain
Shikimate_DH	PF01488.19	Pfam	PF01488	Shikimate / quinate 5-dehydrogenase
Shikimate_dh_N	PF08501.10	Pfam	PF08501	Shikimate dehydrogenase substrate binding domain
ShK	PF01549.23	Pfam	PF01549	ShK domain-like
SHMT	PF00464.18	Pfam	PF00464	Serine hydroxymethyltransferase
SicP-binding	PF09119.9	Pfam	PF09119	SicP binding
SIP	PF04954.12	Pfam	PF04954	Siderophore-interacting protein
Sirohm_synth_C	PF14823.5	Pfam	PF14823	Sirohaem biosynthesis protein C-terminal
Sirohm_synth_M	PF14824.5	Pfam	PF14824	Sirohaem biosynthesis protein central
SIS	PF01380.21	Pfam	PF01380	SIS domain
SIS_2	PF13580.5	Pfam	PF13580	SIS domain
SKI	PF01202.21	Pfam	PF01202	Shikimate kinase
SLBB	PF10531.8	Pfam	PF10531	SLBB domain
SLT	PF01464.19	Pfam	PF01464	Transglycosylase SLT domain
SNO	PF01174.18	Pfam	PF01174	SNO glutamine amidotransferase family
SnoaL	PF07366.11	Pfam	PF07366	SnoaL-like polyketide cyclase
SnoaL_2	PF12680.6	Pfam	PF12680	SnoaL-like domain
SnoaL_4	PF13577.5	Pfam	PF13577	SnoaL-like domain
Sod_Cu	PF00080.19	Pfam	PF00080	Copper/zinc superoxide dismutase (SODC)
Sod_Fe_C	PF02777.17	Pfam	PF02777	Iron/manganese superoxide dismutases, C-terminal domain
Sod_Fe_N	PF00081.21	Pfam	PF00081	Iron/manganese superoxide dismutases, alpha-hairpin domain
Sod_Ni	PF09055.10	Pfam	PF09055	Nickel-containing superoxide dismutase
Sortase	PF04203.12	Pfam	PF04203	Sortase family
SOR_SNZ	PF01680.16	Pfam	PF01680	SOR/SNZ family
SoxD	PF04267.11	Pfam	PF04267	Sarcosine oxidase, delta subunit family
SoxG	PF04268.11	Pfam	PF04268	Sarcosine oxidase, gamma subunit family
Spb1_C	PF07780.11	Pfam	PF07780	Spb1 C-terminal domain
Spermine_synth	PF01564.16	Pfam	PF01564	Spermine/spermidine synthase domain
SpoIIE	PF07228.11	Pfam	PF07228	Stage II sporulation protein E (SpoIIE)
SPOR	PF05036.12	Pfam	PF05036	Sporulation related domain
SPOUT_MTase	PF02590.16	Pfam	PF02590	Predicted SPOUT methyltransferase
SQHop_cyclase_C	PF13243.5	Pfam	PF13243	Squalene-hopene cyclase C-terminal domain
SQHop_cyclase_N	PF13249.5	Pfam	PF13249	Squalene-hopene cyclase N-terminal domain
SQS_PSY	PF00494.18	Pfam	PF00494	Squalene/phytoene synthase
SRC-1	PF08832.9	Pfam	PF08832	Steroid receptor coactivator
START	PF01852.18	Pfam	PF01852	START domain
Stealth_CR2	PF11380.7	Pfam	PF11380	Stealth protein CR2, conserved region 2
Sterile	PF03015.18	Pfam	PF03015	Male sterility protein
Steroid_dh	PF02544.15	Pfam	PF02544	3-oxo-5-alpha-steroid 4-dehydrogenase
Sterol_MT_C	PF08498.9	Pfam	PF08498	Sterol methyltransferase C-terminal
Str_synth	PF03088.15	Pfam	PF03088	Strictosidine synthase
STT3	PF02516.13	Pfam	PF02516	Oligosaccharyl transferase STT3 subunit
SUA5	PF03481.12	Pfam	PF03481	Putative GTP-binding controlling metal-binding
Succ_DH_flav_C	PF02910.19	Pfam	PF02910	Fumarate reductase flavoprotein C-term
Sucrose_synth	PF00862.18	Pfam	PF00862	Sucrose synthase
SufE	PF02657.14	Pfam	PF02657	Fe-S metabolism associated domain
Sugar-bind	PF04198.12	Pfam	PF04198	Putative sugar-binding domain
Sugar_tr	PF00083.23	Pfam	PF00083	Sugar (and other) transporter
Sulfatase	PF00884.22	Pfam	PF00884	Sulfatase
Sulfotransfer_1	PF00685.26	Pfam	PF00685	Sulfotransferase domain
Sulfotransfer_2	PF03567.13	Pfam	PF03567	Sulfotransferase family
Sulfotransfer_3	PF13469.5	Pfam	PF13469	Sulfotransferase family
SurA_N	PF09312.10	Pfam	PF09312	SurA N-terminal domain
SurE	PF01975.16	Pfam	PF01975	Survival protein SurE
Syja_N	PF02383.17	Pfam	PF02383	SacI homology domain
Synthase_beta	PF11421.7	Pfam	PF11421	ATP synthase F1 beta subunit
S_locus_glycop	PF00954.19	Pfam	PF00954	S-locus glycoprotein domain
Tagatose_6_P_K	PF08013.10	Pfam	PF08013	Tagatose 6 phosphate kinase
TAL_FSA	PF00923.18	Pfam	PF00923	Transaldolase/Fructose-6-phosphate aldolase
Tannase	PF07519.10	Pfam	PF07519	Tannase and feruloyl esterase
TaqI_C	PF12950.6	Pfam	PF12950	TaqI-like C-terminal specificity domain
TauD	PF02668.15	Pfam	PF02668	Taurine catabolism dioxygenase TauD, TfdA family
Tautomerase	PF01361.20	Pfam	PF01361	Tautomerase enzyme
TehB	PF03848.13	Pfam	PF03848	Tellurite resistance protein TehB
TENA_THI-4	PF03070.15	Pfam	PF03070	TENA/THI-4/PQQC family
TGS	PF02824.20	Pfam	PF02824	TGS domain
Thaumatin	PF00314.16	Pfam	PF00314	Thaumatin family
THDPS_N_2	PF14805.5	Pfam	PF14805	Tetrahydrodipicolinate N-succinyltransferase N-terminal
THF_DHG_CYH	PF00763.22	Pfam	PF00763	Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain
THF_DHG_CYH_C	PF02882.18	Pfam	PF02882	Tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain
ThiC-associated	PF13667.5	Pfam	PF13667	ThiC-associated domain
ThiC_Rad_SAM	PF01964.17	Pfam	PF01964	Radical SAM ThiC family
ThiG	PF05690.13	Pfam	PF05690	Thiazole biosynthesis protein ThiG
ThiI	PF02568.13	Pfam	PF02568	Thiamine biosynthesis protein (ThiI)
Thioesterase	PF00975.19	Pfam	PF00975	Thioesterase domain
Thiolase_C	PF02803.17	Pfam	PF02803	Thiolase, C-terminal domain
Thiolase_N	PF00108.22	Pfam	PF00108	Thiolase, N-terminal domain
Thioredoxin	PF00085.19	Pfam	PF00085	Thioredoxin
Thioredoxin_2	PF13098.5	Pfam	PF13098	Thioredoxin-like domain
Thioredoxin_3	PF13192.5	Pfam	PF13192	Thioredoxin domain
Thioredoxin_8	PF13905.5	Pfam	PF13905	Thioredoxin-like
ThiP_synth	PF10120.8	Pfam	PF10120	Thiamine-phosphate synthase
ThiS	PF02597.19	Pfam	PF02597	ThiS family
Thrombin_light	PF09396.9	Pfam	PF09396	Thrombin light chain
Thr_synth_N	PF14821.5	Pfam	PF14821	Threonine synthase N terminus
THUMP	PF02926.16	Pfam	PF02926	THUMP domain
Thy1	PF02511.14	Pfam	PF02511	Thymidylate synthase complementing protein
Thymidylate_kin	PF02223.16	Pfam	PF02223	Thymidylate kinase
Thymidylat_synt	PF00303.18	Pfam	PF00303	Thymidylate synthase
TilS_C	PF11734.7	Pfam	PF11734	TilS substrate C-terminal domain
TIM	PF00121.17	Pfam	PF00121	Triosephosphate isomerase
Tim17	PF02466.18	Pfam	PF02466	Tim17/Tim22/Tim23/Pmp24 family
TK	PF00265.17	Pfam	PF00265	Thymidine kinase
TMP-TENI	PF02581.16	Pfam	PF02581	Thiamine monophosphate synthase
TOBE	PF03459.16	Pfam	PF03459	TOBE domain
Tocopherol_cycl	PF14249.5	Pfam	PF14249	Tocopherol cyclase
Topo-VIb_trans	PF09239.10	Pfam	PF09239	Topoisomerase VI B subunit, transducer
Topo_C_assoc	PF14370.5	Pfam	PF14370	C-terminal topoisomerase domain
Topo_Zn_Ribbon	PF08272.10	Pfam	PF08272	Topoisomerase I zinc-ribbon-like
TPK_B1_binding	PF04265.13	Pfam	PF04265	Thiamin pyrophosphokinase, vitamin B1 binding domain
TPK_catalytic	PF04263.15	Pfam	PF04263	Thiamin pyrophosphokinase, catalytic domain
TPMT	PF05724.10	Pfam	PF05724	Thiopurine S-methyltransferase (TPMT)
TPP_enzyme_C	PF02775.20	Pfam	PF02775	Thiamine pyrophosphate enzyme, C-terminal TPP binding domain
TPP_enzyme_M	PF00205.21	Pfam	PF00205	Thiamine pyrophosphate enzyme, central domain
TPP_enzyme_N	PF02776.17	Pfam	PF02776	Thiamine pyrophosphate enzyme, N-terminal TPP binding domain
TRAM_LAG1_CLN8	PF03798.15	Pfam	PF03798	TLC domain
Transferase	PF02458.14	Pfam	PF02458	Transferase family
